---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 4,ROI 4,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,Isosbestic,GCaMP,-,-,-,-
51.3247,,14879.1079,,11977.619,,12714.9118,,16351.102,,13452.9078,,,,
51.4914,15432.6043,,7576.7619,,8365.58824,,14713.6327,,10060.766,,,,,
51.6581,,14804.4892,,12015.5556,,12692.5588,,16351.3741,,13463.3191,,,,
51.8247,15448.259,,7559.2381,,8361.5,,14667.4286,,10099.3759,,,,,
51.9914,,14914.8201,,11973.2698,,12725.3529,,16334.966,,13478.156,,,,
52.1581,15495.223,,7558.19048,,8382.17647,,14665.6054,,10076.3688,,,,,
52.3248,,14907.4532,,11968.7937,,12693.1176,,16364.9252,,13457.9291,,,,
52.4914,15483.4532,,7584.44444,,8379.08824,,14642.8299,,10117.4184,,,,,
52.6581,,14992.2878,,11927.5238,,12670.5294,,16335.1565,,13467.234,,,,
52.8248,15588.7194,,7597.46032,,8356.94118,,14619.9456,,10087.9149,,,,,
52.9915,,15037.295,,11985.873,,12693.3235,,16376.4082,,13500.0284,,,,
53.1582,15585.6691,,7584.7619,,8399.41176,,14632.7347,,10083.0922,,,,,
53.3248,,15072.4317,,11961.746,,12706.2353,,16349.2789,,13434.9787,,,,
53.4915,15573.5252,,7627.84127,,8364.88235,,14636.5986,,10103.7163,,,,,
53.6582,,15006.1295,,11951.6508,,12707.1765,,16337.9592,,13498.8652,,,,
53.8249,15536.4892,,7582.63492,,8362.26471,,14668.8707,,10098.5816,,,,,
53.9915,,14857.8993,,11954.4762,,12690.2647,,16365.9048,,13473.2199,,,,
54.1582,15467.3094,,7585.5873,,8382,,14636.4898,,10117.4184,,,,,
54.3249,,15311.6547,,11962.7302,,12688.4118,,16357.0884,,13453.2482,,,,
54.4916,15953.554,,7523.07937,,8352.64706,,14680.3265,,10084.1418,,,,,
54.6582,,15179.8273,,11938.8254,,12697.8824,,16335.7007,,13475.4043,,,,
54.8249,15801.7266,,7587.2381,,8363.20588,,14661.9592,,10122.8652,,,,,
54.9916,,15194.446,,12008.2857,,12702.7647,,16356.2177,,13458.2695,,,,
55.1583,15798.6763,,7551.71429,,8361.20588,,14643.1837,,10104.1702,,,,,
55.325,,15239.7986,,11994.5079,,12705.1765,,16349.1156,,13476.3972,,,,
55.4916,15828.1439,,7578.92063,,8390.58824,,14640.4082,,10124.4539,,,,,
55.6583,,15126.5036,,11971.3651,,12668,,16344.0272,,13449.617,,,,
55.8249,15710.5899,,7565.11111,,8362.76471,,14685.7143,,10104.9362,,,,,
55.9917,,15091.6259,,11943.1746,,12679.9118,,16325.9592,,13451.461,,,,
56.1583,15693.6403,,7551.01587,,8346.20588,,14647.1293,,10087.7447,,,,,
56.325,,15040.6906,,11939.9365,,12658.7941,,16362.3673,,13461.3333,,,,
56.4917,15626.0432,,7603.04762,,8375.58824,,14634.1769,,10127.2057,,,,,
56.6583,,15035.7698,,11962.381,,12678.5,,16325.2789,,13478.0709,,,,
56.825,15595.6547,,7576.79365,,8386.17647,,14644.6259,,10098.0709,,,,,
56.9917,,15052,,11987.0794,,12679.5588,,16331.3469,,13469.5887,,,,
57.1584,15597.4388,,7554.44444,,8368.38235,,14655.4558,,10091.3759,,,,,
57.325,,14952.8921,,11946.3175,,12694.7941,,16307.5918,,13472.9929,,,,
57.4918,15601.7554,,7566.95238,,8393.02941,,14673.8776,,10110.6667,,,,,
57.6584,,15006.446,,11910.0952,,12682.1765,,16330.7211,,13482.9787,,,,
57.8251,15560.4029,,7572.8254,,8382.67647,,14649.8231,,10107.773,,,,,
57.9917,,15021.0072,,11963.7143,,12684.5,,16341.6599,,13506.9787,,,,
58.1584,15624.6906,,7565.1746,,8373.26471,,14637.8503,,10109.7872,,,,,
58.3251,,15016.5755,,12007.1746,,12734,,16364.8707,,13514.4113,,,,
58.4918,15614.9353,,7553.96825,,8373.76471,,14722.2585,,10056.7092,,,,,
58.6585,,14954.705,,12001.3968,,12701.8529,,16348.7619,,13448.6241,,,,
58.8251,15561.3813,,7547.90476,,8369.5,,14653.5782,,10083.5177,,,,,
58.9918,,14868,,11985.7143,,12707.8529,,16347.619,,13458.4965,,,,
59.1585,15403.0791,,7589.46032,,8381.5,,14634.2585,,10098.1277,,,,,
59.3252,,14883.0791,,11928.9206,,12683.0294,,16337.0884,,13454.8652,,,,
59.4918,15622.7626,,7585.11111,,8377.79412,,14626.068,,10108.6241,,,,,
59.6585,,15030.964,,11978.4127,,12693.3529,,16349.0612,,13453.1631,,,,
59.8252,15648.518,,7552.92063,,8357.88235,,14628.2993,,10095.7163,,,,,
59.9919,,14935.8561,,11949.1746,,12675.3529,,16344.0816,,13470.7518,,,,
60.1585,15581.2662,,7584.15873,,8319.94118,,14669.4422,,10086.5532,,,,,
60.3252,,14961.1511,,12005.746,,12674.8824,,16322.068,,13503.5177,,,,
60.4919,15631.7698,,7553.74603,,8372.02941,,14674.6122,,10130.4965,,,,,
60.6586,,15149.036,,11969.7143,,12670.6176,,16357.1156,,13450.4681,,,,
60.8253,15960.8921,,7562.57143,,8336.20588,,14653.7143,,10114.1844,,,,,
60.9919,,15393.2086,,11945.9683,,12728.2647,,16312.0816,,13501.844,,,,
61.1586,16154.705,,7573.36508,,8381.61765,,14676.6259,,10115.3191,,,,,
61.3252,,15464.5755,,11986.127,,12662.6176,,16344.7891,,13441.3901,,,,
61.492,16104.1727,,7575.20635,,8343.5,,14655.7279,,10086.7518,,,,,
61.6586,,15310.4748,,11979.3968,,12692.8235,,16379.9184,,13556.2837,,,,
61.8253,15970.6187,,7577.20635,,8354.14706,,14659.483,,10126.8652,,,,,
61.992,,15204.259,,12005.1746,,12679.9118,,16286.3673,,13541.9858,,,,
62.1587,15652.3165,,7567.49206,,8342.23529,,14645.7687,,10126.4681,,,,,
62.3254,,15043.4532,,12005.7143,,12704.6176,,16376.1905,,13523.461,,,,
62.492,15754.6475,,7560.79365,,8350.64706,,14687.3197,,10110.0142,,,,,
62.6587,,15019.4245,,12001.6508,,12679.2059,,16328.3265,,13487.0355,,,,
62.8253,15773.3237,,7566.8254,,8359.08824,,14691.6463,,10091.461,,,,,
62.9921,,15179.6835,,11985.8095,,12698.0588,,16344.8707,,13444.5674,,,,
63.1587,15668.518,,7599.1746,,8397.35294,,14665.1156,,10111.8014,,,,,
63.3254,,14984.4317,,11939.7778,,12677.2647,,16306.449,,13454.4681,,,,
63.492,15650.9353,,7587.11111,,8332.5,,14644.8435,,10092.1418,,,,,
63.6587,,14933.2086,,11969.0159,,12713.0294,,16331.9728,,13515.461,,,,
63.8254,15571.0216,,7531.07937,,8354.23529,,14662.7211,,10080.1702,,,,,
63.9921,,15111.3381,,12011.3651,,12710.4706,,16339.2925,,13507.0071,,,,
64.1588,15665.7266,,7594.12698,,8391.26471,,14659.8367,,10062.0426,,,,,
64.3254,,15046.446,,11979.3651,,12667.9706,,16325.7143,,13509.1064,,,,
64.4922,15590.2158,,7578.7619,,8373.29412,,14666.5306,,10079.7163,,,,,
64.6588,,15047.6835,,12005.8413,,12704.4412,,16297.3878,,13478.7801,,,,
64.8255,15626.5612,,7558.63492,,8382,,14641.4422,,10089.305,,,,,
64.9921,,15030.6763,,11990.0952,,12676.5882,,16271.2653,,13484.6809,,,,
65.1588,15573.2374,,7557.36508,,8381.73529,,14623.1565,,10121.6738,,,,,
65.3255,,14964.0576,,11972.6032,,12660.6765,,16307.1565,,13500.3404,,,,
65.4922,15525.1223,,7547.74603,,8373,,14655.7279,,10131.3759,,,,,
65.6589,,14958.6187,,11980.3175,,12650.3824,,16308.8707,,13450.1844,,,,
65.8255,15551.3957,,7536.25397,,8360.79412,,14605.4422,,10110.8652,,,,,
65.9922,,15006.0719,,11970.4444,,12682.4412,,16280.8163,,13515.8298,,,,
66.1589,15586.3022,,7568.98413,,8377.05882,,14644.7347,,10088.7092,,,,,
66.3256,,14945.1223,,12032.2857,,12673.2647,,16323.5102,,13531.4894,,,,
66.4922,15603.9137,,7624.7619,,8363.5,,14635.3469,,10138.156,,,,,
66.6589,,14972.4317,,12003.5873,,12673.4706,,16310.8844,,13483.7163,,,,
66.8256,15575.1942,,7549.39683,,8378.94118,,14608.9796,,10102.8936,,,,,
66.9923,,14984.0288,,11984.4127,,12665.0882,,16280.9252,,13535.461,,,,
67.1589,15528.6906,,7584.34921,,8368.02941,,14645.8231,,10116.1702,,,,,
67.3256,,14962.1295,,12031.5556,,12741.2647,,16286.6667,,13540.6241,,,,
67.4923,15457.4101,,7549.42857,,8389.02941,,14662.1497,,10080.8227,,,,,
67.659,,14954.1295,,11999.5556,,12672.0294,,16307.5102,,13500.5106,,,,
67.8257,15586.1295,,7544.03175,,8374.94118,,14649.415,,10106.156,,,,,
67.9923,,14971.8561,,11942.3492,,12660.1765,,16262.3673,,13483.1206,,,,
68.159,15529.4101,,7563.68254,,8370.70588,,14639.8639,,10124.9362,,,,,
68.3256,,14926.1583,,11948.3175,,12707.8235,,16291.2381,,13459.9433,,,,
68.4924,15447.482,,7598.73016,,8373.88235,,14651.6735,,10095.7447,,,,,
68.659,,14865.4964,,11974.381,,12672.0588,,16343.7551,,13457.9291,,,,
68.8257,15383.7122,,7578.03175,,8340.91176,,14665.5238,,10095.4043,,,,,
68.9924,,14862.8777,,12002.5397,,12680.5882,,16283.0204,,13468.9645,,,,
69.1591,15475.7986,,7577.04762,,8373.70588,,14664.4898,,10107.0922,,,,,
69.3257,,14873.6978,,11961.3651,,12667.5294,,16297.8776,,13487.9149,,,,
69.4924,15466.9065,,7575.80952,,8362.05882,,14661.5782,,10096.1135,,,,,
69.6591,,14834.5036,,11955.3016,,12664.5588,,16314.3129,,13535.5177,,,,
69.8257,15471.5971,,7565.07937,,8386.44118,,14643.619,,10143.2057,,,,,
69.9925,,14885.7266,,12000.2857,,12697.9118,,16327.8639,,13492.3121,,,,
70.1591,15425.5827,,7530.06349,,8359.41176,,14654.2857,,10092.3972,,,,,
70.3258,,14881.5827,,11982.2857,,12724.5294,,16298.0136,,13523.234,,,,
70.4924,15410.705,,7553.80952,,8356.67647,,14660.898,,10101.1348,,,,,
70.6591,,14866.8489,,11984.4444,,12666.8824,,16318.966,,13525.1631,,,,
70.8258,15440.2302,,7571.93651,,8338.29412,,14603.6735,,10111.5461,,,,,
70.9925,,14890.1295,,11954.6667,,12717.5,,16286.9388,,13504.5106,,,,
71.1592,15464.8633,,7572.34921,,8386.29412,,14622.7755,,10148.9645,,,,,
71.3258,,14947.1942,,11996.7619,,12642.5588,,16318.585,,13456.7943,,,,
71.4926,15467.3957,,7560.8254,,8358,,14650.8299,,10071.6028,,,,,
71.6592,,14824.8921,,11986.5079,,12713.9412,,16282.5578,,13451.5745,,,,
71.8259,15421.3525,,7540.25397,,8376.23529,,14676.8707,,10110.156,,,,,
71.9925,,14860.9496,,11989.3651,,12669.7059,,16313.0884,,13481.9291,,,,
72.1592,15419.5683,,7529.52381,,8353.08824,,14634.9116,,10105.3333,,,,,
72.3259,,14844.3741,,11994.6349,,12705.5882,,16308.8163,,13428.766,,,,
72.4926,15450.5036,,7536.38095,,8377.02941,,14617.1973,,10107.1773,,,,,
72.6592,,14875.4532,,11975.746,,12714.4118,,16296.0544,,13453.7021,,,,
72.8259,15422.6187,,7551.5873,,8355.64706,,14660.5986,,10095.6879,,,,,
72.9926,,14869.4101,,11992.127,,12691.9118,,16293.7143,,13453.4752,,,,
73.1593,15405.554,,7562.34921,,8360.76471,,14614.3673,,10105.7021,,,,,
73.326,,14812.3453,,12003.9683,,12686.6471,,16280.5442,,13469.2766,,,,
73.4926,15425.3237,,7545.65079,,8370.85294,,14644.6803,,10138.2695,,,,,
73.6593,,14889.1511,,12007.3651,,12678.2059,,16306.0136,,13490.9787,,,,
73.826,15470.3309,,7567.80952,,8350.73529,,14658.5578,,10103.0922,,,,,
73.9927,,14856.3165,,12039.0159,,12705.0882,,16303.9456,,13469.3901,,,,
74.1593,15425.4964,,7553.87302,,8379.38235,,14614.9932,,10124.4823,,,,,
74.326,,14854.446,,12016.7302,,12680.1176,,16293.551,,13518.7234,,,,
74.4927,15355.5108,,7523.71429,,8342.58824,,14632.9796,,10103.6879,,,,,
74.6594,,14806.5324,,11991.0159,,12664.5294,,16289.4422,,13488.8511,,,,
74.826,15354.5612,,7550.09524,,8341.47059,,14614.068,,10125.2482,,,,,
74.9927,,14817.8705,,11954.6349,,12659.5588,,16273.5782,,13431.3475,,,,
75.1594,15346.8489,,7547.52381,,8406.35294,,14651.2109,,10111.9433,,,,,
75.326,,14817.8417,,11945.4286,,12650.1765,,16277.3878,,13464.9078,,,,
75.4928,15360.9209,,7573.1746,,8365.79412,,14654.3673,,10134.7234,,,,,
75.6594,,14861.1799,,11990.2222,,12652.5294,,16259.102,,13503.8865,,,,
75.8261,15425.7266,,7522.7619,,8388.67647,,14667.1837,,10098.1844,,,,,
75.9927,,14846.1583,,11992.1905,,12675.0294,,16294.8844,,13515.7163,,,,
76.1595,15426.9928,,7542.50794,,8366.88235,,14691.102,,10106.8369,,,,,
76.3261,,14893.1511,,12002,,12666.1471,,16288.7075,,13486.1844,,,,
76.4928,15470.2158,,7533.33333,,8353.79412,,14699.0476,,10119.773,,,,,
76.6595,,14939.5396,,11973.1429,,12648,,16299.4558,,13468.8227,,,,
76.8261,15601.6978,,7580.88889,,8362.35294,,14612.8707,,10098.2411,,,,,
76.9929,,14969.8705,,11991.9683,,12697.9412,,16322.8027,,13518.8936,,,,
77.1595,15563.1942,,7602.4127,,8356.11765,,14640,,10091.0638,,,,,
77.3262,,14948.4029,,11996.381,,12666.9706,,16262.966,,13511.5745,,,,
77.4928,15531.4245,,7556.95238,,8340.82353,,14661.1701,,10130.5248,,,,,
77.6595,,14968.1727,,12001.9048,,12727.7647,,16308.9252,,13494.8085,,,,
77.8262,15644.1151,,7566.28571,,8348.32353,,14614.3129,,10090.8936,,,,,
77.9929,,14977.5827,,11991.1746,,12677.8529,,16262.9932,,13508.9645,,,,
78.1595,15571.1079,,7572.31746,,8347.32353,,14623.1565,,10071.4894,,,,,
78.3262,,15009.295,,11957.2698,,12613.9706,,16277.932,,13487.9716,,,,
78.4929,15631.5108,,7581.71429,,8359.79412,,14639.483,,10131.7447,,,,,
78.6596,,15048.0863,,11987.1746,,12676.8824,,16306.6939,,13506.2128,,,,
78.8263,15524.8921,,7550.53968,,8348.5,,14652.4082,,10120.9645,,,,,
78.9929,,14975.8561,,11984.4444,,12677.5882,,16300.5986,,13464.2553,,,,
79.1596,15549.0072,,7574.47619,,8373.91176,,14659.5918,,10105.1348,,,,,
79.3263,,14952.6619,,11948.1905,,12739.1471,,16315.1565,,13519.1206,,,,
79.493,15521.2086,,7602.98413,,8340.58824,,14615.5646,,10102.6383,,,,,
79.6596,,14927.9712,,11986.6667,,12704.2353,,16271.4286,,13461.9574,,,,
79.8263,15631.9712,,7541.68254,,8346.97059,,14623.1565,,10093.2482,,,,,
79.993,,15048.5468,,12003.4921,,12707.9706,,16307.7007,,13451.2624,,,,
80.1597,15644.3741,,7583.46032,,8336.44118,,14634.7211,,10101.7872,,,,,
80.3264,,15014.6475,,11998.7619,,12720.5294,,16268.6803,,13483.773,,,,
80.493,15576.7194,,7542.34921,,8348.82353,,14651.6735,,10105.8723,,,,,
80.6597,,14954.446,,11980.254,,12699.9706,,16321.5782,,13490.8652,,,,
80.8264,15533.1223,,7576.88889,,8369.76471,,14650.6122,,10116.3121,,,,,
80.9931,,15003.5108,,11962.3492,,12703.8235,,16305.551,,13507.3759,,,,
81.1597,15616.3165,,7581.71429,,8330.38235,,14658.449,,10125.0213,,,,,
81.3264,,14986.0144,,11993.0159,,12696.2353,,16283.3741,,13482.0993,,,,
81.493,15550.5899,,7589.14286,,8322.88235,,14602.7211,,10109.5887,,,,,
81.6598,,14979.5108,,11999.619,,12700.5588,,16271.2109,,13490.2979,,,,
81.8264,15666.1583,,7582.4127,,8350.26471,,14610.9116,,10090.1844,,,,,
81.9931,,15016.6043,,12009.0794,,12716.6176,,16267.7279,,13460.539,,,,
82.1598,15507.2806,,7592.88889,,8356.35294,,14646.585,,10072.8227,,,,,
82.3264,,14977.3813,,11948,,12692.2647,,16265.5238,,13423.1489,,,,
82.4932,15504.2302,,7549.36508,,8328.58824,,14633.1156,,10129.1631,,,,,
82.6598,,14940.0576,,12020.4762,,12660.2941,,16287.7279,,13499.0922,,,,
82.8265,15606.705,,7550.44444,,8354.44118,,14624.898,,10121.0213,,,,,
82.9931,,14966.0719,,11974.2857,,12689.0588,,16295.619,,13539.0638,,,,
83.1599,15530.2446,,7589.93651,,8348.88235,,14634.7483,,10144.766,,,,,
83.3265,,14976.8058,,11962.8889,,12693,,16277.6871,,13480.0284,,,,
83.4932,15524.4317,,7577.46032,,8330.08824,,14669.1156,,10099.3759,,,,,
83.6599,,14902.2446,,11976.3492,,12683.1471,,16283.5102,,13531.8865,,,,
83.8265,15577.7554,,7542.98413,,8346.5,,14643.7823,,10125.5603,,,,,
83.9932,,14990.6475,,11936.9206,,12668.0588,,16301.6871,,13474.9787,,,,
84.1599,15581.8705,,7560.73016,,8374.52941,,14633.3061,,10088.2837,,,,,
84.3266,,15027.5396,,12005.4603,,12683.9412,,16279.9728,,13546.156,,,,
84.4932,15578.9353,,7563.96825,,8314.79412,,14654.5306,,10131.2057,,,,,
84.6599,,14996.0863,,11981.9048,,12657.4118,,16295.3741,,13495.8298,,,,
84.8266,15581.4964,,7540.28571,,8322.94118,,14640.9524,,10132.9078,,,,,
84.9933,,14908.5468,,11996.9841,,12677.1765,,16296.898,,13464,,,,
85.1599,15450.7914,,7550.60317,,8312.64706,,14639.8095,,10103.7447,,,,,
85.3266,,14870.7626,,11964.1905,,12662.8529,,16295.7551,,13489.9858,,,,
85.4933,15381.0935,,7548.95238,,8307.14706,,14619.5646,,10121.078,,,,,
85.66,,14909.4388,,11976.9206,,12670.2647,,16266.966,,13518.9504,,,,
85.8267,15545.6691,,7572.50794,,8351.35294,,14679.2925,,10087.0071,,,,,
85.9933,,15010.964,,11991.7143,,12707.0294,,16240.5442,,13511.3759,,,,
86.16,15462.3597,,7556.09524,,8382.41176,,14645.7687,,10126.3262,,,,,
86.3267,,14921.1223,,12010.8254,,12659.5588,,16326.7755,,13501.6454,,,,
86.4934,15524.1727,,7538.92063,,8303.94118,,14616.8707,,10121.2766,,,,,
86.66,,15003.5971,,11949.3016,,12657.0588,,16283.3741,,13474.0709,,,,
86.8267,15437.0647,,7594.34921,,8336.35294,,14644.6531,,10152.1418,,,,,
86.9933,,14953.8129,,12014.8571,,12642.3529,,16323.3197,,13499.2057,,,,
87.1601,15523.7698,,7539.71429,,8332.17647,,14644.4082,,10152.3688,,,,,
87.3267,,14940.259,,11997.9048,,12690.6765,,16324.9796,,13532.9929,,,,
87.4934,15494.0144,,7570.98413,,8345.23529,,14647.2653,,10075.2057,,,,,
87.6601,,14992.0863,,11997.4603,,12641.6765,,16285.2789,,13494.8369,,,,
87.8268,15407.3381,,7555.33333,,8387.82353,,14627.5102,,10071.0638,,,,,
87.9935,,14903.8273,,11972.4762,,12645.8824,,16339.6735,,13533.9858,,,,
88.1601,15546.9928,,7596.31746,,8369.94118,,14662.9388,,10099.2624,,,,,
88.3268,,14937.036,,11980.8889,,12652.7941,,16262.2857,,13523.4326,,,,
88.4934,15460.1727,,7562.79365,,8345.52941,,14700.6803,,10105.1348,,,,,
88.6602,,14913.6691,,12013.3333,,12691.4706,,16306.966,,13496.0567,,,,
88.8268,15546.1007,,7578.85714,,8373.91176,,14623.619,,10107.234,,,,,
88.9935,,14986.3022,,11998.3492,,12666.7353,,16244.6531,,13498.1277,,,,
89.1602,15561.3813,,7568.79365,,8361.79412,,14645.0884,,10072.9362,,,,,
89.3268,,14924.7482,,11992.5397,,12632.9706,,16236.7891,,13507.2908,,,,
89.4935,15467.2518,,7571.1746,,8355.94118,,14662.8299,,10121.5035,,,,,
89.6602,,14909.8993,,11973.1111,,12618.4118,,16334.585,,13542.1277,,,,
89.8269,15523.1942,,7574.15873,,8323.88235,,14688.5714,,10124.3972,,,,,
89.9935,,14925.6115,,11989.0159,,12682.7059,,16249.3061,,13505.7589,,,,
90.1603,15428.9496,,7579.2381,,8372.47059,,14650.6122,,10086.1277,,,,,
90.3269,,14887.8561,,11992.9524,,12680.7647,,16325.932,,13543.6596,,,,
90.4936,15435.4245,,7550.95238,,8358.67647,,14650.7755,,10093.3617,,,,,
90.6602,,14919.7986,,12007.4286,,12662.1176,,16305.9864,,13540.8794,,,,
90.8269,15460.0576,,7560.12698,,8358,,14628.7891,,10157.6738,,,,,
90.9936,,15039.3381,,12014,,12644.9118,,16280.1361,,13528.2837,,,,
91.1603,15531.223,,7536.69841,,8309.44118,,14652.6803,,10130.8369,,,,,
91.327,,14917.554,,11970.7302,,12624.1471,,16320.9252,,13553.3901,,,,
91.4936,15422.0144,,7566.28571,,8332.35294,,14618.966,,10133.1631,,,,,
91.6603,,14920.7482,,11998.5397,,12646.8235,,16277.7415,,13544.3404,,,,
91.827,15344.9496,,7510.63492,,8345.20588,,14648.7891,,10082.5248,,,,,
91.9937,,14879.3381,,12008.6349,,12614.0294,,16262.6667,,13534.383,,,,
92.1603,15410.0432,,7548.69841,,8351.20588,,14614.4218,,10134.2695,,,,,
92.327,,14850.6187,,11957.4921,,12712.1471,,16302.7211,,13509.3901,,,,
92.4937,15347.6835,,7557.07937,,8357.44118,,14619.4558,,10058.8085,,,,,
92.6604,,14897.2086,,11948.3492,,12619.5294,,16293.932,,13454.7801,,,,
92.827,15435.0791,,7576.06349,,8376.41176,,14625.3061,,10113.8156,,,,,
92.9937,,14897.0935,,11961.5238,,12657.8824,,16295.8367,,13495.3759,,,,
93.1604,15496.8058,,7562,,8370.52941,,14620.0544,,10116.4539,,,,,
93.3271,,14874.4748,,12015.8413,,12616.5882,,16248.6531,,13508.3404,,,,
93.4938,15406.9065,,7549.1746,,8339.79412,,14651.0748,,10117.1915,,,,,
93.6604,,14862.7914,,11984.2857,,12675.8235,,16327.1837,,13489.2482,,,,
93.8271,15396.7194,,7570.57143,,8323.29412,,14663.7551,,10123.773,,,,,
93.9937,,14843.9712,,11991.4286,,12636.6471,,16252.7891,,13484.2837,,,,
94.1605,15376.1727,,7552.4127,,8354.14706,,14619.483,,10138.4965,,,,,
94.3271,,14847.5971,,11985.3968,,12614.0294,,16313.2517,,13494.6383,,,,
94.4938,15429.7554,,7542.85714,,8368.17647,,14640.1361,,10127.6879,,,,,
94.6605,,14887.6547,,11946.0952,,12650.9706,,16260.1361,,13523.773,,,,
94.8272,15391.0504,,7583.52381,,8341.70588,,14633.0068,,10113.305,,,,,
94.9939,,14857.0647,,12023.3968,,12617.3824,,16294.0408,,13525.7305,,,,
95.1605,15346.6475,,7538.95238,,8361.88235,,14610.966,,10122.9504,,,,,
95.3272,,14838.9928,,12007.2063,,12679.5882,,16272.7075,,13515.0638,,,,
95.4938,15404.777,,7560.85714,,8327.97059,,14665.1701,,10097.2482,,,,,
95.6606,,14862.8777,,11997.9365,,12632.2941,,16277.6327,,13569.4752,,,,
95.8272,15365.1511,,7520.57143,,8335.44118,,14636.3265,,10132.1702,,,,,
95.9939,,14842.3597,,11942.0317,,12629.0588,,16308.5714,,13536.6241,,,,
96.1605,15413.9856,,7567.04762,,8340.35294,,14621.8776,,10101.617,,,,,
96.3272,,14888.3741,,11982.0317,,12611.3824,,16233.7415,,13512.5674,,,,
96.4939,15396.777,,7589.93651,,8336.70588,,14621.3878,,10108.3121,,,,,
96.6606,,14892.8921,,12021.873,,12612.5882,,16289.4966,,13492,,,,
96.8273,15404.6331,,7513.14286,,8357.73529,,14617.0612,,10134.156,,,,,
96.9939,,14829.0647,,11964.2857,,12664.4118,,16317.1973,,13514.383,,,,
97.1607,15452.6619,,7542.66667,,8375.61765,,14608.3537,,10104.1702,,,,,
97.3273,,14886.8201,,11991.6825,,12677.2941,,16306.0952,,13505.1064,,,,
97.494,15431.1367,,7552.50794,,8322.05882,,14649.5782,,10120,,,,,
97.6606,,14914.705,,11991.3016,,12637.9412,,16294.9932,,13534.0709,,,,
97.8273,15447.3094,,7587.1746,,8314.55882,,14642.5034,,10121.1631,,,,,
97.994,,14843.8273,,11991.3968,,12597.5294,,16241.3061,,13541.7872,,,,
98.1607,15386.1295,,7577.80952,,8319.91176,,14646.0952,,10126.5816,,,,,
98.3274,,14857.036,,12018.7937,,12648.2647,,16262.3946,,13519.6596,,,,
98.494,15296.0863,,7540.85714,,8303.58824,,14608.5714,,10160.1986,,,,,
98.6607,,14814.7338,,11972.1587,,12646.7941,,16285.7415,,13492.1986,,,,
98.8274,15446.7914,,7574.92063,,8324.85294,,14635.4286,,10079.6312,,,,,
98.9941,,14906.9065,,11965.0476,,12618.5294,,16274.7211,,13501.2482,,,,
99.1607,15423.9137,,7577.61905,,8341.11765,,14626.0136,,10155.0355,,,,,
99.3274,,14879.3669,,11986.0635,,12635.7941,,16282.1224,,13493.7872,,,,
99.4941,15430.0719,,7545.46032,,8292.94118,,14673.9048,,10105.844,,,,,
99.6608,,14854.3885,,12022.3175,,12625.1176,,16290.5578,,13517.5035,,,,
99.8274,15351.1655,,7537.80952,,8329.02941,,14626.7483,,10103.6312,,,,,
99.9941,,14858.964,,11982.2222,,12637.6765,,16291.1565,,13490.383,,,,
100.1608,15352.8921,,7582.73016,,8374.91176,,14696.2721,,10147.6879,,,,,
100.3275,,14777.3237,,11992,,12635.2353,,16328.7075,,13556.9362,,,,
100.4942,15262.6763,,7575.49206,,8350.14706,,14660.517,,10145.5887,,,,,
100.6608,,14745.7554,,11949.2381,,12635.3529,,16286.7755,,13518.0993,,,,
100.8275,15351.2518,,7581.42857,,8354.05882,,14671.9184,,10112.0284,,,,,
100.9941,,14781.2374,,11957.746,,12650.0588,,16317.0884,,13546.6099,,,,
101.1609,15388.4029,,7579.26984,,8333.61765,,14663.7551,,10113.617,,,,,
101.3275,,14853.6978,,12017.2381,,12602.5882,,16292.9252,,13520.5674,,,,
101.4942,15369.3813,,7570.4127,,8338.38235,,14684.1088,,10100.3688,,,,,
101.6608,,14814.0144,,11997.3333,,12586.7941,,16275.0476,,13496.3688,,,,
101.8276,15384.4029,,7559.80952,,8320.73529,,14620.381,,10103.4326,,,,,
101.9942,,14794.3022,,11973.2698,,12626.4412,,16273.034,,13530.3262,,,,
102.1609,15340.1439,,7539.49206,,8315.11765,,14622.0136,,10102.0426,,,,,
102.3276,,14909.4388,,11993.5873,,12658.4118,,16306.7755,,13510.2411,,,,
102.4942,15470.5899,,7558.98413,,8356.29412,,14643.3197,,10136.227,,,,,
102.661,,14881.2662,,11986,,12621,,16303.7823,,13535.3759,,,,
102.8276,15388.3165,,7568.19048,,8326,,14685.6599,,10156.2837,,,,,
102.9943,,14889.8993,,11977.1746,,12616.5588,,16269.9592,,13521.3333,,,,
103.1609,15402.964,,7590.66667,,8325.91176,,14616.6259,,10088.5674,,,,,
103.3277,,14790.9928,,11969.2698,,12619.0294,,16279.7279,,13515.0071,,,,
103.4943,15232,,7595.46032,,8310.35294,,14641.1429,,10128.1986,,,,,
103.661,,14777.9568,,11973.0476,,12605.1765,,16251.9728,,13537.0496,,,,
103.8277,15258.2734,,7559.5873,,8332.32353,,14647.4286,,10113.2766,,,,,
